,geo,Tweets,User,Location,entities,sentiment,Country
370,, There is a cracked relationship with the public&amp;govt over public health messages where there is one rule for an elite adv…,RedBlackWhite8,,"[('public&amp;govt', 'ORG'), ('one', 'CARDINAL')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
371,,#Italy: Extraordinary measures to minimize the impact of #COVID19 on #tax #litigation activities#coronavirus,GComplianceNews,Global,"[('Italy', 'PERSON'), ('COVID19', 'MONEY'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
372,, The evolving situation with #coronavirus is challenging the research community. It is likely to have a substantial imp…,BHFprofessional,,"[('coronavirus', 'PERSON')]","{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.34}",
373,," #COVID19 |Good morning, From 1 June, the country moves to #level3lockdown and most people will be going back to work. Emp…",AChinomwe,"Harare, Zimbabwe","[('1 June', 'DATE'), ('level3lockdown', 'PERSON')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Zimbabwe
374,," 7,466 #coronavirus cases in India in 24 hours, biggest jump so far  ",KrushnaYendru,,"[('7,466 #coronavirus', 'MONEY'), ('India', 'GPE'), ('24 hours', 'TIME')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
375,,"Wearing a face mask has become an uncomfortable fact of life as Europeans leave lockdown. But for deaf people, it h… ",euronews,Europe,"[('Europeans', 'NORP')]","{'neg': 0.174, 'neu': 0.826, 'pos': 0.0, 'compound': -0.4215}",Europe
376,, #Coronavirus has not stopped Modi-Shah's police to target Muslim students for participating in anti-citizenship act protest!!…,KhanAhm08253989,"Saitama-ken, Japan","[('Coronavirus', 'PERSON'), (""Modi-Shah's"", 'ORG'), ('Muslim', 'NORP')]","{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.3071}",Japan
377,, Guidance to support education professionals to meet the psychological needs of children as they plan for their return to scho…,RPTeachSEND,,[],"{'neg': 0.0, 'neu': 0.876, 'pos': 0.124, 'compound': 0.4019}",
378,,The outbreak and spread of #coronavirus has affected the global world of work. More people face #redundancy. What s… ,charel_jelles,Benelux,[],"{'neg': 0.082, 'neu': 0.918, 'pos': 0.0, 'compound': -0.1531}",USA
379,,This piece is about the lack of public mourning for so many US deaths from #coronavirus.  Public mourning not welco… ,DrLJBHayes,"Canterbury, England","[('US', 'GPE')]","{'neg': 0.323, 'neu': 0.677, 'pos': 0.0, 'compound': -0.7964}",UK
380,, #coronavirus in India: Shocking video of a hungry man eating a dead dog's carcass on the road sparks outrage …,HinaNawab3,kitchen 🍴 ,"[('India', 'GPE')]","{'neg': 0.424, 'neu': 0.576, 'pos': 0.0, 'compound': -0.8834}",Error
381,, It took  one day to issue an #ExecutiveOrder because he was upset Twitter called him out on his lies.I…,nevadagurrl,Las Vegas,"[('one day', 'DATE'), ('ExecutiveOrder', 'MONEY')]","{'neg': 0.126, 'neu': 0.874, 'pos': 0.0, 'compound': -0.3818}",USA
382,," offered condolences to the famiky of Khalid Sher Dil, martyred in the unfortunate #karachiPlaneCrash. Kh… ",TeamSarwar,Pakistan,"[('Khalid Sher Dil', 'PERSON')]","{'neg': 0.176, 'neu': 0.824, 'pos': 0.0, 'compound': -0.4588}",Pakistan
383,,The pandemic has led to many manual corrections to automated AI's due to our abnormal Covid related shopping habits… ,modulardata,United Kingdom,"[('Covid', 'PERSON')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",United Kingdom
384,,How does the #Coronavirus job retention scheme affect public sector workers? Visit our guidance page for #CJRS info… ,ProspectUnion,UK,"[('Coronavirus', 'PERSON'), ('CJRS', 'PERSON')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",United Kingdom
385,,"Joost van Engen’s company, Healthy Entrepreneurs, is bringing basic medical care, work &amp; income to remote villages… ",NLEnterprise,"The Hague, The Netherlands","[('Joost van Engen’s', 'PERSON'), ('Healthy Entrepreneurs', 'PERSON')]","{'neg': 0.0, 'neu': 0.718, 'pos': 0.282, 'compound': 0.7096}",Netherlands
386,,"Coming up... Friday 29th May 2020⠀⠀🔘 Advice if you are visiting parks - be safe, be responsible⠀⠀🔘 Guidance abo… ",COVIDLiverpool,Liverpool,"[('Friday 29th', 'DATE'), ('🔘 Advice', 'PERSON'), ('🔘 Guidance', 'PERSON')]","{'neg': 0.0, 'neu': 0.854, 'pos': 0.146, 'compound': 0.4404}",Mexico
387,, New UNICEF data: over 60% of UK children say they are worried about the impact of the #coronavirus on their lives accor…,loudshin,兵庫県（HYOGO）、🇯🇵JAPAN🇯🇵,"[('UNICEF', 'ORG'), ('over 60%', 'PERCENT'), ('UK', 'GPE')]","{'neg': 0.095, 'neu': 0.905, 'pos': 0.0, 'compound': -0.296}",Japan
388,,"O dear  The R number is relevant at the moment, rate of infection of #CoronavirusLikes on any po… ",xJUSTBELIEVE,"Manchester, England",[],"{'neg': 0.0, 'neu': 0.782, 'pos': 0.218, 'compound': 0.4404}",UK
389,,Frontline workers have been sharing their worries about the impact of #coronavirus on the mental health and wellbei… ,barnardos,,[],"{'neg': 0.13, 'neu': 0.741, 'pos': 0.13, 'compound': 0.0}",
390,,#Ford software update lets cop cars bake away #CoronaVirus. (Futurism) #AutoIndustry #Innovation… ,jamesvgingerich,"Waterloo, Ontario Canada","[('Ford', 'PERSON'), ('CoronaVirus', 'PERSON'), ('Innovation', 'PERSON')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Canada
391,, #Coronavirus updates:• Thailand reports 11 new #COVID19 cases• Colombia extends national quarantine until July• Surge in…,AmbMohammadi,,"[('Coronavirus', 'PERSON'), ('Thailand', 'GPE'), ('11', 'CARDINAL'), '', ('Colombia', 'GPE'), ('Surge', 'PERSON')]","{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.128}",
392,, There is a cracked relationship with the public&amp;govt over public health messages where there is one rule for an elite adv…,ChrisRBarry,,"[('public&amp;govt', 'ORG'), ('one', 'CARDINAL')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
393,,"""Just because you can eat out again, though, does not mean that you should...""#flavorism #nytimes #newyorktimes… ",flavorism,"Stamford, CT",[''],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
394,,COVID-19: New research exposes vulnerability of cancer patients who contract the virus #Coronavirus ,ms_keneilwe,Fourways,"[('Coronavirus', 'PERSON')]","{'neg': 0.438, 'neu': 0.562, 'pos': 0.0, 'compound': -0.7783}",South Africa
395,," In last 24 hours, 116 police personnel have tested positive for #Coronavirus in Maharashtra and 3 personnel have died due to the v…",aparanjape,"Pune, India","[('last 24 hours', 'TIME'), ('116', 'CARDINAL'), ('Coronavirus', 'PERSON'), ('Maharashtra', 'ORG'), ('3', 'CARDINAL')]","{'neg': 0.132, 'neu': 0.735, 'pos': 0.132, 'compound': 0.0}",India
396,," ""The #Covid19 pandemic has resulted in the worst worker safety crisis in OSHA's 50-year history.”Democrat lawmakers accuse…",Serendipity2387,"Kansas, USA","[('OSHA', 'ORG')]","{'neg': 0.328, 'neu': 0.56, 'pos': 0.112, 'compound': -0.7506}",USA
397,,Stay at home as much as possible. We can all help to control the virus if we all stay alert. #Coronavirus ,PeterboroughCC,Peterborough,"[('Coronavirus', 'PERSON')]","{'neg': 0.0, 'neu': 0.795, 'pos': 0.205, 'compound': 0.5994}",UK
398,,Seriously 😂#CoronaInPakistan #coronavirusuk #coronavirus #COVID19 #Covid19UK #coronaindia #pakistan #Memes #apple… ,funnyleaks_,,"['', '']","{'neg': 0.159, 'neu': 0.841, 'pos': 0.0, 'compound': -0.1779}",
399,," #BREAKING US records 1,297 #coronavirus deaths in 24 hours: Johns Hopkins ",Aleins19051201,,"[('US', 'GPE'), ('1,297 #coronavirus', 'MONEY'), ('24 hours', 'TIME'), ('Johns Hopkins', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
400,," As we are grieving the loss of 100,000 souls in America to the #coronavirus that has disproportionately impacted communitie…",CarolynWither12,"Sumter, SC","[('100,000', 'CARDINAL'), ('America', 'GPE')]","{'neg': 0.248, 'neu': 0.752, 'pos': 0.0, 'compound': -0.6808}",USA
401,, Delhi: Traffic congestion at Delhi-Gurugram border after Haryana government yesterday sealed borders with the national capital due…,junaid6461,India,"[('Delhi', 'GPE'), ('Delhi-Gurugram', 'ORG'), ('Haryana', 'GPE'), ('yesterday', 'DATE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",India
402,," As we are grieving the loss of 100,000 souls in America to the #coronavirus that has disproportionately impacted communitie…",KarenBovaird,"Roseville, CA","[('100,000', 'CARDINAL'), ('America', 'GPE')]","{'neg': 0.248, 'neu': 0.752, 'pos': 0.0, 'compound': -0.6808}",USA
403,, Update : The central government has lifted restrictions on the export of paracetamol medicine #Covid_19 #coronavirus,IVikasTomarbjp,ghaziabad ,[''],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",India
404,,"Hey  Donny boy, between 100,000 dead #coronavirus victims, #MinneapolisUprising burning down a city… ",donaldrwinslow,"Austin, TX and Rome, Italy","[('Donny', 'PERSON'), ('between 100,000', 'CARDINAL'), ('MinneapolisUprising', 'PERSON')]","{'neg': 0.398, 'neu': 0.602, 'pos': 0.0, 'compound': -0.765}",USA
405,, More than a tenth of museums may be closed permanently #COVID19 #coronavirus ,CBeringher,,"[('More than a tenth', 'CARDINAL')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
406,,"[reuters] Nepali Sherpas wait, grow potatoes as Himalayas remain closed due to  #Coronavirus ",PresshubU,USA,"[('reuters', 'ORG'), ('Nepali Sherpas', 'ORG'), ('Himalayas', 'ORG'), ('Coronavirus', 'PERSON')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",United States
407,,Stay at home as much as possible. We can help control the virus if we all stay alert. #Coronavirus ,CambsCC,Cambridgeshire,"[('Coronavirus', 'PERSON')]","{'neg': 0.0, 'neu': 0.776, 'pos': 0.224, 'compound': 0.5994}",UK
408,,Hand washing!！Gargle!！To protect an important person！Let's try hard！#コロナウイルス #手洗い #うがい #こまめにね #もうひと踏ん張り頑張ろう… ,machi_0920,,[''],"{'neg': 0.0, 'neu': 0.524, 'pos': 0.476, 'compound': 0.8011}",
409,," You have left many small, family-run businesses with no support at all. 10 weeks in lockdown, no income, no grants, no he…",OBmoves,london vegas hisaronu,"[('10 weeks', 'DATE')]","{'neg': 0.299, 'neu': 0.544, 'pos': 0.156, 'compound': -0.4939}",USA
410,," As we are grieving the loss of 100,000 souls in America to the #coronavirus that has disproportionately impacted communitie…",Miriam_E_Rice,,"[('100,000', 'CARDINAL'), ('America', 'GPE')]","{'neg': 0.248, 'neu': 0.752, 'pos': 0.0, 'compound': -0.6808}",
411,,"""The mortality [rate] in our hospital is very, very high.""Cemeteries are overflowing in Yemen as #coronavirus-rel… ",QuickTake,,"[('Yemen', 'GPE'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
412,,Total Confirmed: 5814885. Total Deaths: 360412 #coronavirus.,coronadata,,"[('5814885', 'CARDINAL'), ('360412 #coronavirus', 'MONEY')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
413,," #coronavirus is not the only “virus” affecting America today. As followers of Jesus, may we PRAY for a heaven-sent revival a…",M_Wayne_Brown,"Suan Luang, Thailand","[('America', 'GPE'), ('today', 'DATE'), ('Jesus', 'PERSON')]","{'neg': 0.0, 'neu': 0.862, 'pos': 0.138, 'compound': 0.4648}",Thailand
414,," Yeah, I don’t hear these scientists urging them to “Stay home” “Wear a mask” or even “Be careful.” Follo… ",TheRealMaradkel,,[],"{'neg': 0.0, 'neu': 0.879, 'pos': 0.121, 'compound': 0.296}",
415,,Capsis Announces Opening Dates for its Hotels in #Thessaloniki and #Heraklion  … ,gtpgr,Greece,"[('Hotels', 'ORG'), ('Thessaloniki', 'PERSON'), ('Heraklion', 'PERSON')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Greece
416,," Ppl, don't be fooled by this! It's disgusting &amp; disgraceful you call yourself a wartime president!… ",Gfilly1,,"[('disgusting &amp', 'ORG')]","{'neg': 0.208, 'neu': 0.678, 'pos': 0.114, 'compound': -0.4215}",
417,," 7,466 #coronavirus cases in India in 24 hours, biggest jump so far  ",12mahendraprihr,,"[('7,466 #coronavirus', 'MONEY'), ('India', 'GPE'), ('24 hours', 'TIME')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
418,, Killer Cuomo is blaming everyone#TheFive #Trump #TrumpPressConference #KAG2020 #COVID19 #coronavirus #Tcot #KillerCuomo…,ASpraungel,Belly of the beast ,"[('Killer Cuomo', 'PERSON'), ('Trump', 'MONEY'), '', '', '']","{'neg': 0.429, 'neu': 0.571, 'pos': 0.0, 'compound': -0.8176}",USA
419,," Europe, where surreal moments now seem normal.  #coronavirus #covid19 #Europe #travel",russ30327,Missouri,"[('Europe', 'LOC'), '', '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
420,," Do you work in a factory or warehouse? 📦Take a look at this guidance on working safely during #coronavirus, including 🔽➡️…",TamesideCouncil,"Ashton-under-Lyne, England","[('🔽➡', 'ORG')]","{'neg': 0.0, 'neu': 0.849, 'pos': 0.151, 'compound': 0.4939}",UK
421,,"Europe, where surreal moments now seem normal.  #coronavirus #covid19 #Europe #travel",OlgaMecking,The Netherlands,"[('Europe', 'LOC'), '', '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Netherlands
422,,What are some of your #Covid19 #Covid #coronavirus self-care ideas? ,MedTrainingMe,"Smithfield, NC",[''],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
423,, The World Is Still Far From Herd Immunity for #CoronavirusUK ~7% seroprevalence but with ~38K de…,abalone_soul,India,"[('The World Is Still Far From Herd Immunity', 'ORG'), ('~38K de…', 'PERSON')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",India
424,, In the midst of #coronavirus companies are developing alternatives to #EndPlasticPollution,theplanetshine1,United Kingdom,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",United Kingdom
425,,“All of your #groceries will be delivered to your door within a few days - something we know local and vulnerable c… ,TheTorbayWeekly,,"[('a few days', 'DATE')]","{'neg': 0.091, 'neu': 0.909, 'pos': 0.0, 'compound': -0.2263}",
426,," #BraveWrite #coronavirus April 19,2020 ""fault""Destiny sliced- first calvary lostapex on the remainingbitter obstinate cri…",MichelleRoseG33,planet Earth ,"[('April 19,2020', 'DATE')]","{'neg': 0.145, 'neu': 0.855, 'pos': 0.0, 'compound': -0.296}",USA
427,,He’s so lucky#โควิด19 #COVID19 #COVID_19 #coronavirus #Candy #Minneapolis #China #Trump #Thailand… ,foerster_marie,,"[('lucky#โควิด19 #COVID19', 'MONEY')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
428,,"During the past few months, so many businesses in #Bath have adapted their ways of working due to #coronavirus.We… ",TotalBath,"Inigo Business Centre, BA1 1HE","[('the past few months', 'DATE'), ('Bath', 'PERSON')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",UK
429,,"🦠 #Coronavirus: with its ""pandemic plan"" did #Switzerland had it really all prepared to face the virus? 🇨🇭➡️ Anal… ",i_montaigneEN,"Paris, France","[('Coronavirus', 'PERSON'), ('Switzerland', 'PERSON')]","{'neg': 0.0, 'neu': 0.886, 'pos': 0.114, 'compound': 0.2911}",France
430,,"Watch a special #coronavirus message from our Chairman, Rev Lyndon Bowring ",carescot,"Glasgow, Scotland","[('Rev Lyndon Bowring', 'PERSON')]","{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.4019}",UK
431,," Everything Trump does is a distraction. He wants you to focus on anything other than the pain of 100,000 U.S. deaths and…",JGranvilleJJ,"Colorado, USA","[('Trump', 'PERSON'), ('100,000', 'CARDINAL'), ('U.S.', 'GPE')]","{'neg': 0.237, 'neu': 0.763, 'pos': 0.0, 'compound': -0.7096}",USA
432,,29-05-2020:#CoronaVirus Updates for #Gujarat:Since Yesterday- New cases: 367- New Recoveries: 454- Deaths: 22… ,covbot_19,,"[('29', 'CARDINAL'), ('Gujarat', 'PERSON'), ('New Recoveries', 'GPE'), ('22', 'CARDINAL')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
433,, It's because many people in Britain still refuse to accept we have the worst #coronavirus death rate in the world because…,christinejenk20,EU,"[('Britain', 'GPE')]","{'neg': 0.342, 'neu': 0.57, 'pos': 0.087, 'compound': -0.8225}",Error
434,,The #coronavirus crisis can further increase the dependency of poorer countries on #China. Read our white paper to… ,TheEIU,"London, New York, Hong Kong","['', ('China', 'GPE')]","{'neg': 0.276, 'neu': 0.628, 'pos': 0.096, 'compound': -0.6486}",UK
435,,New COVID-19 Data at 2020-05-29 03:00:00 am EDT #Coronavirus #COVID19 ,CovidData2,,"[('2020-05-29', 'DATE'), ('Coronavirus', 'PERSON')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
436,,"Maintaining your oral health and hygiene is our utmost priority. With all preventive protocols for your safety, we… ",jain00440045,,[],"{'neg': 0.0, 'neu': 0.859, 'pos': 0.141, 'compound': 0.4215}",
437,,"WORLD / COUNTRIES / THAILAND#COVID19 #CORONAVIRUS PANDEMIC Last updated: May 29, 2020, 06:50 GMT🦠#Thailand 🇹🇭C… ",GlobalNewsBKK,ความไม่มีโรคเป็นลาภอันประเสริฐ,"[('May 29, 2020', 'DATE'), ('GMT\U0001f9a0', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Error
438,,The European #banking sector could take four years to return to pre-#coronavirus levels. ,McKinsey,Global,"[('European', 'NORP'), ('four years', 'DATE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
439,,COVID 19 cases in India until : 29/05/2020 12:30Total Cases: 165899 [+448]😅Active: 90215🖖🏽Recovered: 70960 [+40… ,IndiaCovid19Bot,,"[('COVID', 'ORG'), ('19', 'CARDINAL'), ('India', 'GPE'), ('165899', 'DATE'), ('90215', 'CARDINAL')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
440,,India postpones IND-SAT exam for international students due to #coronavirus; new dates to be announced soon - by… ,BiIndia,"New Delhi, India","[('India', 'GPE')]","{'neg': 0.116, 'neu': 0.884, 'pos': 0.0, 'compound': -0.2732}",India
441,,"#SaudiArabia announced that 16,428 additional #coronavirus tests were carried out, taking the total number of tests… ",Saudi_Gazette,"Jeddah, Saudi Arabia","[('SaudiArabia', 'PERSON'), ('16,428 additional #coronavirus', 'MONEY')]","{'neg': 0.0, 'neu': 0.92, 'pos': 0.08, 'compound': 0.0772}",Jeddah Saudi Arabia
442,,"👥 ""Together we will help each other though this situation."" 👥We've collaborated with musician JPDL to share this… ",BBCGlos,"Gloucestershire, UK",[],"{'neg': 0.0, 'neu': 0.754, 'pos': 0.246, 'compound': 0.5994}",UK
443,,"Based on official statistics and IGC estimates, aggregate dispatches of #soybeans by southern hemisphere suppliers… ",IGCgrains,"London, England","[('IGC', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",UK
444,,#Israel: 44.6% of Israelis say their financial situation has deteriorated since the #coronavirus crisis and 1 in 7… ,ecomnewsmed,,"[('Israel', 'GPE'), ('44.6%', 'PERCENT'), ('Israelis', 'NORP'), '', ('1', 'CARDINAL'), ('7', 'CARDINAL')]","{'neg': 0.204, 'neu': 0.796, 'pos': 0.0, 'compound': -0.6249}",
445,,"We thank and support the NHS, the healthcare sector and the government in their efforts to keep us safe. We are a… ",shentongroup_,"Andover, England","[('NHS', 'ORG'), ('healthcare', 'ORG'), ('us', 'GPE')]","{'neg': 0.0, 'neu': 0.701, 'pos': 0.299, 'compound': 0.7964}",UK
446,,The #coronavirus has affected industrial #clusters across🌍#NextGenerationEU will mean Europe can focus on a… ,Clusters_EU,,"[('Europe', 'LOC')]","{'neg': 0.11, 'neu': 0.89, 'pos': 0.0, 'compound': -0.1531}",
447,,The economic cost of full #lockdown is at least twice as high as that of selective strategies.… ,eugeneyiga,"Cape Town, South Africa",[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",South Africa
448,,New UNICEF data: over 60% of UK children say they are worried about the impact of the #coronavirus on their lives a… ,Unicefuk_media,,"[('UNICEF', 'ORG'), ('over 60%', 'PERCENT'), ('UK', 'GPE')]","{'neg': 0.095, 'neu': 0.905, 'pos': 0.0, 'compound': -0.296}",
449,,"📌Total COVID19 Cases in India (as on May 29, 2020)➡️54% Active cases (89987)➡️43% Cured/Discharged/Migrated (711… ",MyVadodara,Vadodara,"[('📌Total', 'ORG'), ('India', 'GPE'), ('May 29', 'DATE'), ('Cured/Discharged/Migrated', 'ORG'), ('711', 'CARDINAL')]","{'neg': 0.0, 'neu': 0.838, 'pos': 0.162, 'compound': 0.4019}",India
450,,Around 50 New Police Employees In Punjab Suffer From COVID-19#punjabpoloce #coronavirus ,ilmkidunya,Lahore,"[('Punjab Suffer', 'PERSON')]","{'neg': 0.259, 'neu': 0.741, 'pos': 0.0, 'compound': -0.5423}",Pakistan
451,,"Taiwan Railways, High Speed Rail services to allow food from June 1#coronavirus #COVID19 ",TaiwanNews886,"Taipei, Taiwan","[('Taiwan', 'GPE'), ('June 1#coronavirus', 'DATE')]","{'neg': 0.0, 'neu': 0.863, 'pos': 0.137, 'compound': 0.2263}",Taiwan
452,,"WORLD / COUNTRIES / THAILAND#COVID19 #CORONAVIRUS PANDEMIC Last updated: May 29, 2020, 06:50 GMT🦠#Thailand 🇹🇭C… ",GlobalNewsTH,Thailand  ไม่มีใครแก่เกินเรียน,"[('May 29, 2020', 'DATE'), ('GMT\U0001f9a0', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Error
453,,"""There are three things nations must do to get people wearing masks during #coronavirus"" -- Gripping op-ed on how e… ",GNOpinion,,"[('three', 'CARDINAL'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
454,,"This week, Jewish leaders from across the globe discussed the needs of communities in a post-#coronavirus world.",StandWithUs,,"[('This week', 'DATE'), ('Jewish', 'NORP')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
455,,More than a quarter of violations in Bahrain’s healthcare sector has been related to the safety of the facility… ,GDNonline,Bahrain,"[('More than a quarter', 'CARDINAL'), ('Bahrain', 'GPE')]","{'neg': 0.153, 'neu': 0.721, 'pos': 0.126, 'compound': -0.1531}",Bahrain
456,,Read today's edition of The Peninsula Sports (May 29) for latest updates on #Qatar #COVID19 #MiddleEast… ,PeninsulaQatar,Qatar,"[('today', 'DATE'), ('The Peninsula Sports', 'LOC'), ('May 29', 'DATE'), ('Qatar', 'GPE'), ('MiddleEast', 'PERSON')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Qatar
457,,"In some states (not all thank God), if u got hit by a bus, and were infected by #covid19, but with no symptoms, the… ",123notary,,[],"{'neg': 0.191, 'neu': 0.741, 'pos': 0.068, 'compound': -0.4854}",
458,,"Offices &amp; hospitals are taking measures to minimize touching of surfaces, to reduce the spread of #coronavirus. How… ",RamcoSystems,Global,"[('Offices &amp', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
459,," Group testing of all employees has only taken place at seven meat factories, despite 19 clusters being reported in the sector…",cncpinky,Ireland,"[('Group', 'ORG'), ('seven', 'CARDINAL'), ('19', 'CARDINAL')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Ireland
460,, Delhi: Traffic congestion at Delhi-Gurugram border after Haryana government yesterday sealed borders with the national capital due…,RajRockstaar,India,"[('Delhi', 'GPE'), ('Delhi-Gurugram', 'ORG'), ('Haryana', 'GPE'), ('yesterday', 'DATE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",India
461,, The tweet accused the US army of bringing #coronavirus to #China's Wuhan,BhartySunny,"Mumbai, India","[('US', 'GPE'), '', ('China', 'GPE'), ('Wuhan', 'GPE')]","{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.296}",India
462,, If you develop any of these symptoms do not hesitate to report. #coronavirus #IndiaFightsCorona ,CGWB_CHQ,INDIA,[''],"{'neg': 0.0, 'neu': 0.878, 'pos': 0.122, 'compound': 0.2057}",India
463,, #Coronavirus has not stopped Modi-Shah's police to target Muslim students for participating in anti-citizenship act protest!!…,ejazrd,Islamabad Pakistan,"[('Coronavirus', 'PERSON'), (""Modi-Shah's"", 'ORG'), ('Muslim', 'NORP')]","{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.3071}",Pakistan
464,,The world has endured multiple viral outbreaks that have cost more human lives than the third iteration of the… ,healthaasia,"New Delhi, India","[('third', 'ORDINAL')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",India
465,," #CellularandMolecularBiology (CCMB) on Thursday announced that it has established a stable culture of #coronavirus, which wil…",BeanDayal,,"[('Thursday', 'DATE')]","{'neg': 0.0, 'neu': 0.864, 'pos': 0.136, 'compound': 0.296}",
466,," 7,466 #coronavirus cases in India in 24 hours, biggest jump so far  ",sami28112,No Man Land,"[('7,466 #coronavirus', 'MONEY'), ('India', 'GPE'), ('24 hours', 'TIME')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
467,, CDC Admits COVID Death Rate for Healthy People Is 0.02%!#CoronaVirus #Covid19 ,privateur,,"[('CDC', 'ORG')]","{'neg': 0.228, 'neu': 0.468, 'pos': 0.304, 'compound': 0.0}",
468,," 7, 466 New #Coronavirus cases reported in last 24 hours Highest Spike in cases ...",imverma,"18.9750° N, 72.8258° E","[('7', 'CARDINAL'), ('466', 'CARDINAL'), ('Coronavirus', 'PERSON'), ('last 24 hours', 'TIME')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Error
469,, It took  one day to issue an #ExecutiveOrder because he was upset Twitter called him out on his lies.I…,Criticalanglez,Between Agnostic and Atheist,"[('one day', 'DATE'), ('ExecutiveOrder', 'MONEY')]","{'neg': 0.126, 'neu': 0.874, 'pos': 0.0, 'compound': -0.3818}",Error
470,,"The students who reside in Abu Dhabi, Dubai and Mumbai have shown that Covid-19 could not stop them from entertaini… ",prakashakmedia,New Delhi,"[('Abu Dhabi', 'GPE'), ('Dubai', 'GPE'), ('Mumbai', 'GPE')]","{'neg': 0.0, 'neu': 0.91, 'pos': 0.09, 'compound': 0.2235}",India
471,,For  we are all together against this #globalpandemic of #coronavirus,Aakansh36275811,,[''],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
472,," Truth there for us to see in newspapers, on TV.Britain, #freedomOfSpeech eroded. #police enforcing #BorisJohnson #Dom…",Lophophanes,,"[('freedomOfSpeech', 'PERSON'), ('BorisJohnson', 'PERSON'), ('Dom', 'PERSON')]","{'neg': 0.0, 'neu': 0.867, 'pos': 0.133, 'compound': 0.3182}",
